epoch 1[0/10000 (0%)]: Time:0.03, TrainLoss: 5.4166, TrainAccu: 0.0000, TestLoss: 0.7760, TestAccu: 0.5000
epoch 3[6500/10000 (65%)]: Time:25.49, TrainLoss: nan, TrainAccu: 0.0000, TestLoss: nan, TestAccu: 0.5000
epoch 3[7000/10000 (70%)]: Time:25.97, TrainLoss: nan, TrainAccu: 0.0000, TestLoss: nan, TestAccu: 0.5000
epoch 3[7500/10000 (75%)]: Time:26.43, TrainLoss: nan, TrainAccu: 1.0000, TestLoss: nan, TestAccu: 0.5000
epoch 3[8000/10000 (80%)]: Time:26.88, TrainLoss: nan, TrainAccu: 1.0000, TestLoss: nan, TestAccu: 0.5000
epoch 3[8500/10000 (85%)]: Time:27.35, TrainLoss: nan, TrainAccu: 0.0000, TestLoss: nan, TestAccu: 0.5000
epoch 3[9000/10000 (90%)]: Time:27.82, TrainLoss: nan, TrainAccu: 1.0000, TestLoss: nan, TestAccu: 0.5000
epoch 3[9500/10000 (95%)]: Time:28.27, TrainLoss: nan, TrainAccu: 1.0000, TestLoss: nan, TestAccu: 0.5000
epoch 4[0/10000 (0%)]: Time:28.76, TrainLoss: nan, TrainAccu: 0.0000, TestLoss: nan, TestAccu: 0.5000
epoch 4[500/10000 (5%)]: Time:29.21, TrainLoss: nan, TrainAccu: 0.0000, TestLoss: nan, TestAccu: 0.5000
epoch 4[1000/10000 (10%)]: Time:29.68, TrainLoss: nan, TrainAccu: 0.0000, TestLoss: nan, TestAccu: 0.5000
epoch 4[1500/10000 (15%)]: Time:30.14, TrainLoss: nan, TrainAccu: 0.0000, TestLoss: nan, TestAccu: 0.5000
epoch 4[2000/10000 (20%)]: Time:30.60, TrainLoss: nan, TrainAccu: 1.0000, TestLoss: nan, TestAccu: 0.5000
epoch 4[2500/10000 (25%)]: Time:31.07, TrainLoss: nan, TrainAccu: 0.0000, TestLoss: nan, TestAccu: 0.5000
epoch 4[3000/10000 (30%)]: Time:31.55, TrainLoss: nan, TrainAccu: 0.0000, TestLoss: nan, TestAccu: 0.5000
epoch 4[3500/10000 (35%)]: Time:32.04, TrainLoss: nan, TrainAccu: 0.0000, TestLoss: nan, TestAccu: 0.5000
epoch 4[4000/10000 (40%)]: Time:32.52, TrainLoss: nan, TrainAccu: 0.0000, TestLoss: nan, TestAccu: 0.5000
epoch 4[4500/10000 (45%)]: Time:33.00, TrainLoss: nan, TrainAccu: 0.0000, TestLoss: nan, TestAccu: 0.5000
epoch 4[5000/10000 (50%)]: Time:33.46, TrainLoss: nan, TrainAccu: 1.0000, TestLoss: nan, TestAccu: 0.5000
epoch 4[5500/10000 (55%)]: Time:33.94, TrainLoss: nan, TrainAccu: 0.0000, TestLoss: nan, TestAccu: 0.5000
epoch 4[6000/10000 (60%)]: Time:34.42, TrainLoss: nan, TrainAccu: 0.0000, TestLoss: nan, TestAccu: 0.5000
epoch 4[6500/10000 (65%)]: Time:34.91, TrainLoss: nan, TrainAccu: 0.0000, TestLoss: nan, TestAccu: 0.5000
epoch 4[7000/10000 (70%)]: Time:35.39, TrainLoss: nan, TrainAccu: 1.0000, TestLoss: nan, TestAccu: 0.5000
epoch 4[7500/10000 (75%)]: Time:35.85, TrainLoss: nan, TrainAccu: 1.0000, TestLoss: nan, TestAccu: 0.5000
epoch 4[8000/10000 (80%)]: Time:36.33, TrainLoss: nan, TrainAccu: 0.0000, TestLoss: nan, TestAccu: 0.5000
epoch 4[8500/10000 (85%)]: Time:36.83, TrainLoss: nan, TrainAccu: 0.0000, TestLoss: nan, TestAccu: 0.5000
epoch 4[9000/10000 (90%)]: Time:37.40, TrainLoss: nan, TrainAccu: 1.0000, TestLoss: nan, TestAccu: 0.5000
epoch 4[9500/10000 (95%)]: Time:37.87, TrainLoss: nan, TrainAccu: 0.0000, TestLoss: nan, TestAccu: 0.5000
epoch 5[0/10000 (0%)]: Time:38.38, TrainLoss: nan, TrainAccu: 0.0000, TestLoss: nan, TestAccu: 0.5000
epoch 5[500/10000 (5%)]: Time:38.87, TrainLoss: nan, TrainAccu: 0.0000, TestLoss: nan, TestAccu: 0.5000
epoch 5[1000/10000 (10%)]: Time:39.35, TrainLoss: nan, TrainAccu: 1.0000, TestLoss: nan, TestAccu: 0.5000
epoch 5[1500/10000 (15%)]: Time:39.83, TrainLoss: nan, TrainAccu: 1.0000, TestLoss: nan, TestAccu: 0.5000
epoch 5[2000/10000 (20%)]: Time:40.50, TrainLoss: nan, TrainAccu: 1.0000, TestLoss: nan, TestAccu: 0.5000
epoch 5[2500/10000 (25%)]: Time:41.00, TrainLoss: nan, TrainAccu: 0.0000, TestLoss: nan, TestAccu: 0.5000
epoch 5[3000/10000 (30%)]: Time:41.49, TrainLoss: nan, TrainAccu: 1.0000, TestLoss: nan, TestAccu: 0.5000
epoch 5[3500/10000 (35%)]: Time:41.98, TrainLoss: nan, TrainAccu: 1.0000, TestLoss: nan, TestAccu: 0.5000
epoch 5[4000/10000 (40%)]: Time:42.47, TrainLoss: nan, TrainAccu: 1.0000, TestLoss: nan, TestAccu: 0.5000
epoch 5[4500/10000 (45%)]: Time:42.96, TrainLoss: nan, TrainAccu: 0.0000, TestLoss: nan, TestAccu: 0.5000
epoch 5[5000/10000 (50%)]: Time:43.45, TrainLoss: nan, TrainAccu: 1.0000, TestLoss: nan, TestAccu: 0.5000
epoch 5[5500/10000 (55%)]: Time:44.00, TrainLoss: nan, TrainAccu: 1.0000, TestLoss: nan, TestAccu: 0.5000
epoch 5[6000/10000 (60%)]: Time:44.49, TrainLoss: nan, TrainAccu: 0.0000, TestLoss: nan, TestAccu: 0.5000
epoch 5[6500/10000 (65%)]: Time:45.03, TrainLoss: nan, TrainAccu: 1.0000, TestLoss: nan, TestAccu: 0.5000
epoch 5[7000/10000 (70%)]: Time:45.63, TrainLoss: nan, TrainAccu: 0.0000, TestLoss: nan, TestAccu: 0.5000
epoch 5[7500/10000 (75%)]: Time:46.11, TrainLoss: nan, TrainAccu: 0.0000, TestLoss: nan, TestAccu: 0.5000
epoch 5[8000/10000 (80%)]: Time:46.58, TrainLoss: nan, TrainAccu: 0.0000, TestLoss: nan, TestAccu: 0.5000
epoch 5[8500/10000 (85%)]: Time:47.06, TrainLoss: nan, TrainAccu: 0.0000, TestLoss: nan, TestAccu: 0.5000
epoch 5[9000/10000 (90%)]: Time:47.56, TrainLoss: nan, TrainAccu: 1.0000, TestLoss: nan, TestAccu: 0.5000
epoch 5[9500/10000 (95%)]: Time:48.04, TrainLoss: nan, TrainAccu: 1.0000, TestLoss: nan, TestAccu: 0.5000
epoch 6[0/10000 (0%)]: Time:48.62, TrainLoss: nan, TrainAccu: 0.0000, TestLoss: nan, TestAccu: 0.5000
epoch 6[500/10000 (5%)]: Time:49.16, TrainLoss: nan, TrainAccu: 1.0000, TestLoss: nan, TestAccu: 0.5000
epoch 6[1000/10000 (10%)]: Time:49.64, TrainLoss: nan, TrainAccu: 0.0000, TestLoss: nan, TestAccu: 0.5000
epoch 6[1500/10000 (15%)]: Time:50.13, TrainLoss: nan, TrainAccu: 0.0000, TestLoss: nan, TestAccu: 0.5000
epoch 6[2000/10000 (20%)]: Time:50.59, TrainLoss: nan, TrainAccu: 1.0000, TestLoss: nan, TestAccu: 0.5000
epoch 6[2500/10000 (25%)]: Time:51.07, TrainLoss: nan, TrainAccu: 1.0000, TestLoss: nan, TestAccu: 0.5000
epoch 6[3000/10000 (30%)]: Time:51.56, TrainLoss: nan, TrainAccu: 1.0000, TestLoss: nan, TestAccu: 0.5000
epoch 6[3500/10000 (35%)]: Time:52.05, TrainLoss: nan, TrainAccu: 1.0000, TestLoss: nan, TestAccu: 0.5000
epoch 6[4000/10000 (40%)]: Time:52.53, TrainLoss: nan, TrainAccu: 1.0000, TestLoss: nan, TestAccu: 0.5000
epoch 6[4500/10000 (45%)]: Time:53.02, TrainLoss: nan, TrainAccu: 0.0000, TestLoss: nan, TestAccu: 0.5000
epoch 6[5000/10000 (50%)]: Time:53.51, TrainLoss: nan, TrainAccu: 1.0000, TestLoss: nan, TestAccu: 0.5000
epoch 6[5500/10000 (55%)]: Time:54.00, TrainLoss: nan, TrainAccu: 0.0000, TestLoss: nan, TestAccu: 0.5000
epoch 6[6000/10000 (60%)]: Time:54.48, TrainLoss: nan, TrainAccu: 0.0000, TestLoss: nan, TestAccu: 0.5000
epoch 6[6500/10000 (65%)]: Time:54.95, TrainLoss: nan, TrainAccu: 1.0000, TestLoss: nan, TestAccu: 0.5000
epoch 6[7000/10000 (70%)]: Time:55.42, TrainLoss: nan, TrainAccu: 0.0000, TestLoss: nan, TestAccu: 0.5000
epoch 6[7500/10000 (75%)]: Time:55.89, TrainLoss: nan, TrainAccu: 0.0000, TestLoss: nan, TestAccu: 0.5000
epoch 6[8000/10000 (80%)]: Time:56.44, TrainLoss: nan, TrainAccu: 0.0000, TestLoss: nan, TestAccu: 0.5000
epoch 6[8500/10000 (85%)]: Time:57.01, TrainLoss: nan, TrainAccu: 1.0000, TestLoss: nan, TestAccu: 0.5000
epoch 6[9000/10000 (90%)]: Time:57.49, TrainLoss: nan, TrainAccu: 1.0000, TestLoss: nan, TestAccu: 0.5000
epoch 6[9500/10000 (95%)]: Time:57.99, TrainLoss: nan, TrainAccu: 0.0000, TestLoss: nan, TestAccu: 0.5000
epoch 7[0/10000 (0%)]: Time:58.50, TrainLoss: nan, TrainAccu: 1.0000, TestLoss: nan, TestAccu: 0.5000
epoch 7[500/10000 (5%)]: Time:59.01, TrainLoss: nan, TrainAccu: 0.0000, TestLoss: nan, TestAccu: 0.5000
epoch 7[1000/10000 (10%)]: Time:59.49, TrainLoss: nan, TrainAccu: 1.0000, TestLoss: nan, TestAccu: 0.5000
epoch 7[1500/10000 (15%)]: Time:59.98, TrainLoss: nan, TrainAccu: 1.0000, TestLoss: nan, TestAccu: 0.5000
epoch 7[2000/10000 (20%)]: Time:60.45, TrainLoss: nan, TrainAccu: 0.0000, TestLoss: nan, TestAccu: 0.5000
epoch 7[2500/10000 (25%)]: Time:60.94, TrainLoss: nan, TrainAccu: 1.0000, TestLoss: nan, TestAccu: 0.5000
epoch 7[3000/10000 (30%)]: Time:61.41, TrainLoss: nan, TrainAccu: 0.0000, TestLoss: nan, TestAccu: 0.5000
epoch 7[3500/10000 (35%)]: Time:61.90, TrainLoss: nan, TrainAccu: 0.0000, TestLoss: nan, TestAccu: 0.5000
epoch 7[4000/10000 (40%)]: Time:62.39, TrainLoss: nan, TrainAccu: 0.0000, TestLoss: nan, TestAccu: 0.5000
epoch 7[4500/10000 (45%)]: Time:62.87, TrainLoss: nan, TrainAccu: 0.0000, TestLoss: nan, TestAccu: 0.5000
epoch 7[5000/10000 (50%)]: Time:63.36, TrainLoss: nan, TrainAccu: 1.0000, TestLoss: nan, TestAccu: 0.5000
epoch 7[5500/10000 (55%)]: Time:63.83, TrainLoss: nan, TrainAccu: 1.0000, TestLoss: nan, TestAccu: 0.5000
epoch 7[6000/10000 (60%)]: Time:64.29, TrainLoss: nan, TrainAccu: 0.0000, TestLoss: nan, TestAccu: 0.5000
epoch 7[6500/10000 (65%)]: Time:64.76, TrainLoss: nan, TrainAccu: 1.0000, TestLoss: nan, TestAccu: 0.5000
epoch 7[7000/10000 (70%)]: Time:65.23, TrainLoss: nan, TrainAccu: 0.0000, TestLoss: nan, TestAccu: 0.5000
epoch 7[7500/10000 (75%)]: Time:65.71, TrainLoss: nan, TrainAccu: 1.0000, TestLoss: nan, TestAccu: 0.5000
epoch 7[8000/10000 (80%)]: Time:66.19, TrainLoss: nan, TrainAccu: 1.0000, TestLoss: nan, TestAccu: 0.5000
epoch 7[8500/10000 (85%)]: Time:66.68, TrainLoss: nan, TrainAccu: 0.0000, TestLoss: nan, TestAccu: 0.5000
epoch 7[9000/10000 (90%)]: Time:67.19, TrainLoss: nan, TrainAccu: 1.0000, TestLoss: nan, TestAccu: 0.5000
epoch 7[9500/10000 (95%)]: Time:67.67, TrainLoss: nan, TrainAccu: 1.0000, TestLoss: nan, TestAccu: 0.5000
epoch 8[0/10000 (0%)]: Time:68.19, TrainLoss: nan, TrainAccu: 1.0000, TestLoss: nan, TestAccu: 0.5000
epoch 8[500/10000 (5%)]: Time:68.68, TrainLoss: nan, TrainAccu: 1.0000, TestLoss: nan, TestAccu: 0.5000
epoch 8[1000/10000 (10%)]: Time:69.15, TrainLoss: nan, TrainAccu: 0.0000, TestLoss: nan, TestAccu: 0.5000
epoch 8[1500/10000 (15%)]: Time:69.64, TrainLoss: nan, TrainAccu: 0.0000, TestLoss: nan, TestAccu: 0.5000
epoch 8[2000/10000 (20%)]: Time:70.15, TrainLoss: nan, TrainAccu: 1.0000, TestLoss: nan, TestAccu: 0.5000
epoch 8[2500/10000 (25%)]: Time:70.65, TrainLoss: nan, TrainAccu: 0.0000, TestLoss: nan, TestAccu: 0.5000
epoch 8[3000/10000 (30%)]: Time:71.12, TrainLoss: nan, TrainAccu: 0.0000, TestLoss: nan, TestAccu: 0.5000
epoch 8[3500/10000 (35%)]: Time:71.60, TrainLoss: nan, TrainAccu: 0.0000, TestLoss: nan, TestAccu: 0.5000
epoch 8[4000/10000 (40%)]: Time:72.09, TrainLoss: nan, TrainAccu: 0.0000, TestLoss: nan, TestAccu: 0.5000
epoch 8[4500/10000 (45%)]: Time:72.56, TrainLoss: nan, TrainAccu: 1.0000, TestLoss: nan, TestAccu: 0.5000
epoch 8[5000/10000 (50%)]: Time:73.02, TrainLoss: nan, TrainAccu: 0.0000, TestLoss: nan, TestAccu: 0.5000
epoch 8[5500/10000 (55%)]: Time:73.48, TrainLoss: nan, TrainAccu: 0.0000, TestLoss: nan, TestAccu: 0.5000
epoch 8[6000/10000 (60%)]: Time:73.97, TrainLoss: nan, TrainAccu: 0.0000, TestLoss: nan, TestAccu: 0.5000
epoch 8[6500/10000 (65%)]: Time:74.44, TrainLoss: nan, TrainAccu: 0.0000, TestLoss: nan, TestAccu: 0.5000
epoch 8[7000/10000 (70%)]: Time:74.92, TrainLoss: nan, TrainAccu: 1.0000, TestLoss: nan, TestAccu: 0.5000
epoch 8[7500/10000 (75%)]: Time:75.39, TrainLoss: nan, TrainAccu: 0.0000, TestLoss: nan, TestAccu: 0.5000
epoch 8[8000/10000 (80%)]: Time:75.85, TrainLoss: nan, TrainAccu: 0.0000, TestLoss: nan, TestAccu: 0.5000
epoch 8[8500/10000 (85%)]: Time:76.32, TrainLoss: nan, TrainAccu: 1.0000, TestLoss: nan, TestAccu: 0.5000
epoch 8[9000/10000 (90%)]: Time:76.80, TrainLoss: nan, TrainAccu: 0.0000, TestLoss: nan, TestAccu: 0.5000
epoch 8[9500/10000 (95%)]: Time:77.27, TrainLoss: nan, TrainAccu: 0.0000, TestLoss: nan, TestAccu: 0.5000
epoch 9[0/10000 (0%)]: Time:77.78, TrainLoss: nan, TrainAccu: 0.0000, TestLoss: nan, TestAccu: 0.5000
epoch 9[500/10000 (5%)]: Time:78.25, TrainLoss: nan, TrainAccu: 1.0000, TestLoss: nan, TestAccu: 0.5000
epoch 9[1000/10000 (10%)]: Time:78.71, TrainLoss: nan, TrainAccu: 1.0000, TestLoss: nan, TestAccu: 0.5000
epoch 9[1500/10000 (15%)]: Time:79.19, TrainLoss: nan, TrainAccu: 0.0000, TestLoss: nan, TestAccu: 0.5000
epoch 9[2000/10000 (20%)]: Time:79.67, TrainLoss: nan, TrainAccu: 0.0000, TestLoss: nan, TestAccu: 0.5000
epoch 9[2500/10000 (25%)]: Time:80.13, TrainLoss: nan, TrainAccu: 1.0000, TestLoss: nan, TestAccu: 0.5000
epoch 9[3000/10000 (30%)]: Time:80.60, TrainLoss: nan, TrainAccu: 1.0000, TestLoss: nan, TestAccu: 0.5000
epoch 9[3500/10000 (35%)]: Time:81.06, TrainLoss: nan, TrainAccu: 0.0000, TestLoss: nan, TestAccu: 0.5000
epoch 9[4000/10000 (40%)]: Time:81.55, TrainLoss: nan, TrainAccu: 0.0000, TestLoss: nan, TestAccu: 0.5000
epoch 9[4500/10000 (45%)]: Time:82.04, TrainLoss: nan, TrainAccu: 0.0000, TestLoss: nan, TestAccu: 0.5000
epoch 9[5000/10000 (50%)]: Time:82.78, TrainLoss: nan, TrainAccu: 0.0000, TestLoss: nan, TestAccu: 0.5000
epoch 9[5500/10000 (55%)]: Time:83.26, TrainLoss: nan, TrainAccu: 1.0000, TestLoss: nan, TestAccu: 0.5000
epoch 9[6000/10000 (60%)]: Time:83.73, TrainLoss: nan, TrainAccu: 1.0000, TestLoss: nan, TestAccu: 0.5000
epoch 9[6500/10000 (65%)]: Time:84.22, TrainLoss: nan, TrainAccu: 1.0000, TestLoss: nan, TestAccu: 0.5000
epoch 9[7000/10000 (70%)]: Time:84.69, TrainLoss: nan, TrainAccu: 1.0000, TestLoss: nan, TestAccu: 0.5000
epoch 9[7500/10000 (75%)]: Time:85.18, TrainLoss: nan, TrainAccu: 1.0000, TestLoss: nan, TestAccu: 0.5000
epoch 9[8000/10000 (80%)]: Time:85.78, TrainLoss: nan, TrainAccu: 1.0000, TestLoss: nan, TestAccu: 0.5000
epoch 9[8500/10000 (85%)]: Time:86.23, TrainLoss: nan, TrainAccu: 1.0000, TestLoss: nan, TestAccu: 0.5000
epoch 9[9000/10000 (90%)]: Time:86.73, TrainLoss: nan, TrainAccu: 0.0000, TestLoss: nan, TestAccu: 0.5000
epoch 9[9500/10000 (95%)]: Time:87.39, TrainLoss: nan, TrainAccu: 1.0000, TestLoss: nan, TestAccu: 0.5000
epoch 10[0/10000 (0%)]: Time:88.13, TrainLoss: nan, TrainAccu: 0.0000, TestLoss: nan, TestAccu: 0.5000
epoch 10[500/10000 (5%)]: Time:88.72, TrainLoss: nan, TrainAccu: 0.0000, TestLoss: nan, TestAccu: 0.5000
epoch 10[1000/10000 (10%)]: Time:89.28, TrainLoss: nan, TrainAccu: 0.0000, TestLoss: nan, TestAccu: 0.5000
epoch 10[1500/10000 (15%)]: Time:89.77, TrainLoss: nan, TrainAccu: 1.0000, TestLoss: nan, TestAccu: 0.5000
epoch 10[2000/10000 (20%)]: Time:90.26, TrainLoss: nan, TrainAccu: 1.0000, TestLoss: nan, TestAccu: 0.5000
epoch 10[2500/10000 (25%)]: Time:90.76, TrainLoss: nan, TrainAccu: 0.0000, TestLoss: nan, TestAccu: 0.5000
epoch 10[3000/10000 (30%)]: Time:91.28, TrainLoss: nan, TrainAccu: 0.0000, TestLoss: nan, TestAccu: 0.5000
epoch 10[3500/10000 (35%)]: Time:91.78, TrainLoss: nan, TrainAccu: 0.0000, TestLoss: nan, TestAccu: 0.5000
epoch 10[4000/10000 (40%)]: Time:92.29, TrainLoss: nan, TrainAccu: 1.0000, TestLoss: nan, TestAccu: 0.5000
epoch 10[4500/10000 (45%)]: Time:92.81, TrainLoss: nan, TrainAccu: 0.0000, TestLoss: nan, TestAccu: 0.5000
epoch 10[5000/10000 (50%)]: Time:93.38, TrainLoss: nan, TrainAccu: 1.0000, TestLoss: nan, TestAccu: 0.5000
epoch 10[5500/10000 (55%)]: Time:93.88, TrainLoss: nan, TrainAccu: 1.0000, TestLoss: nan, TestAccu: 0.5000
epoch 10[6000/10000 (60%)]: Time:94.41, TrainLoss: nan, TrainAccu: 0.0000, TestLoss: nan, TestAccu: 0.5000
epoch 10[6500/10000 (65%)]: Time:94.95, TrainLoss: nan, TrainAccu: 0.0000, TestLoss: nan, TestAccu: 0.5000
epoch 10[7000/10000 (70%)]: Time:95.46, TrainLoss: nan, TrainAccu: 0.0000, TestLoss: nan, TestAccu: 0.5000
epoch 10[7500/10000 (75%)]: Time:95.98, TrainLoss: nan, TrainAccu: 0.0000, TestLoss: nan, TestAccu: 0.5000
epoch 10[8000/10000 (80%)]: Time:96.50, TrainLoss: nan, TrainAccu: 0.0000, TestLoss: nan, TestAccu: 0.5000
epoch 10[8500/10000 (85%)]: Time:97.02, TrainLoss: nan, TrainAccu: 1.0000, TestLoss: nan, TestAccu: 0.5000
